
 None,None,None,None,12:55:59,08/04/2024,Present
 None,None,None,None,12:56:00,08/04/2024,Present
 None,None,None,None,12:56:00,08/04/2024,Present
 None,None,None,None,12:56:01,08/04/2024,Present
 None,None,None,None,12:56:01,08/04/2024,Present
 None,None,None,None,12:56:02,08/04/2024,Present
 None,None,None,None,12:56:04,08/04/2024,Present
 None,None,None,None,12:56:04,08/04/2024,Present
 None,None,None,None,12:56:05,08/04/2024,Present
 None,None,None,None,12:56:06,08/04/2024,Present
 None,None,None,None,12:56:06,08/04/2024,Present
 None,None,None,None,12:56:06,08/04/2024,Present
 None,None,None,None,12:56:07,08/04/2024,Present
 None,None,None,None,12:56:07,08/04/2024,Present
 None,None,None,None,12:56:08,08/04/2024,Present
 None,None,None,None,12:56:09,08/04/2024,Present
 None,None,None,None,12:56:09,08/04/2024,Present
 None,None,None,None,12:56:09,08/04/2024,Present
 None,None,None,None,12:56:10,08/04/2024,Present
 None,None,None,None,12:56:12,08/04/2024,Present
 None,None,None,None,12:56:14,08/04/2024,Present
 None,None,None,None,12:56:15,08/04/2024,Present
 None,None,None,None,12:56:17,08/04/2024,Present
 None,None,None,None,12:56:18,08/04/2024,Present
 None,None,None,None,12:56:21,08/04/2024,Present
 None,None,None,None,12:56:23,08/04/2024,Present
 None,None,None,None,12:56:26,08/04/2024,Present
 None,None,None,None,12:56:27,08/04/2024,Present
 None,None,None,None,12:56:28,08/04/2024,Present
 None,None,None,None,12:56:30,08/04/2024,Present
 None,None,None,None,12:56:31,08/04/2024,Present
 None,None,None,None,12:56:32,08/04/2024,Present
 None,None,None,None,12:56:32,08/04/2024,Present
 None,None,None,None,12:56:34,08/04/2024,Present
 None,None,None,None,12:56:34,08/04/2024,Present
 None,None,None,None,12:56:35,08/04/2024,Present
 None,None,None,None,12:56:36,08/04/2024,Present
 None,None,None,None,12:56:37,08/04/2024,Present
 None,None,None,None,12:56:38,08/04/2024,Present
 None,None,None,None,12:56:39,08/04/2024,Present
 None,None,None,None,12:56:39,08/04/2024,Present
 None,None,None,None,12:56:41,08/04/2024,Present
 None,None,None,None,12:56:44,08/04/2024,Present
 None,None,None,None,12:56:45,08/04/2024,Present
 None,None,None,None,12:56:46,08/04/2024,Present
 None,None,None,None,12:56:50,08/04/2024,Present
 None,None,None,None,12:56:53,08/04/2024,Present
 None,None,None,None,12:56:54,08/04/2024,Present
 None,None,None,None,12:56:55,08/04/2024,Present
 None,None,None,None,12:56:57,08/04/2024,Present
 None,None,None,None,12:56:59,08/04/2024,Present
 None,None,None,None,12:57:00,08/04/2024,Present
 None,None,None,None,12:57:01,08/04/2024,Present
 None,None,None,None,12:57:02,08/04/2024,Present
 None,None,None,None,12:57:04,08/04/2024,Present
 None,None,None,None,12:57:04,08/04/2024,Present
 None,None,None,None,12:57:06,08/04/2024,Present
 None,None,None,None,12:57:08,08/04/2024,Present
 None,None,None,None,12:57:09,08/04/2024,Present
 None,None,None,None,12:57:10,08/04/2024,Present
 None,None,None,None,12:57:10,08/04/2024,Present
 None,None,None,None,12:57:11,08/04/2024,Present
 None,None,None,None,12:57:11,08/04/2024,Present
 None,None,None,None,12:57:12,08/04/2024,Present
 None,None,None,None,12:57:12,08/04/2024,Present
 None,None,None,None,12:57:12,08/04/2024,Present
 None,None,None,None,12:57:13,08/04/2024,Present
 None,None,None,None,12:57:14,08/04/2024,Present
 None,None,None,None,12:57:15,08/04/2024,Present
 None,None,None,None,12:57:15,08/04/2024,Present
 None,None,None,None,12:57:15,08/04/2024,Present
 None,None,None,None,12:57:16,08/04/2024,Present
 None,None,None,None,12:57:16,08/04/2024,Present
 None,None,None,None,12:57:17,08/04/2024,Present
 None,None,None,None,12:57:18,08/04/2024,Present
 None,None,None,None,12:57:18,08/04/2024,Present
 None,None,None,None,12:57:19,08/04/2024,Present
 None,None,None,None,12:57:19,08/04/2024,Present
 None,None,None,None,12:57:20,08/04/2024,Present
 None,None,None,None,12:57:21,08/04/2024,Present
 None,None,None,None,12:57:22,08/04/2024,Present
 None,None,None,None,12:57:23,08/04/2024,Present
 None,None,None,None,12:57:24,08/04/2024,Present
 None,None,None,None,12:57:25,08/04/2024,Present
 None,None,None,None,12:57:26,08/04/2024,Present
 None,None,None,None,12:57:31,08/04/2024,Present
 None,None,None,None,12:57:32,08/04/2024,Present
 None,None,None,None,12:57:33,08/04/2024,Present
 None,None,None,None,12:57:34,08/04/2024,Present
 None,None,None,None,12:57:34,08/04/2024,Present
 None,None,None,None,12:57:35,08/04/2024,Present
 None,None,None,None,12:57:35,08/04/2024,Present
 None,None,None,None,12:57:36,08/04/2024,Present
 None,None,None,None,12:57:54,08/04/2024,Present
 None,None,None,None,12:57:58,08/04/2024,Present
 None,None,None,None,12:57:59,08/04/2024,Present
 None,None,None,None,12:58:00,08/04/2024,Present
 None,None,None,None,12:58:01,08/04/2024,Present
 None,None,None,None,12:58:01,08/04/2024,Present
 None,None,None,None,12:58:01,08/04/2024,Present
 None,None,None,None,13:27:08,08/04/2024,Present
 None,None,None,None,13:27:09,08/04/2024,Present
 None,None,None,None,13:27:20,08/04/2024,Present
 None,None,None,None,13:27:20,08/04/2024,Present
 None,None,None,None,13:27:21,08/04/2024,Present
 None,None,None,None,13:27:21,08/04/2024,Present
 None,None,None,None,13:27:21,08/04/2024,Present
 None,None,None,None,13:27:22,08/04/2024,Present
 None,None,None,None,13:27:22,08/04/2024,Present
 None,None,None,None,13:27:23,08/04/2024,Present
 None,None,None,None,13:27:23,08/04/2024,Present
 None,None,None,None,13:27:24,08/04/2024,Present
 None,None,None,None,13:27:26,08/04/2024,Present
 None,None,None,None,13:27:26,08/04/2024,Present
 None,None,None,None,13:27:26,08/04/2024,Present
 None,None,None,None,13:27:27,08/04/2024,Present
 None,None,None,None,13:27:27,08/04/2024,Present
 None,None,None,None,13:27:28,08/04/2024,Present
 None,None,None,None,13:27:28,08/04/2024,Present
 None,None,None,None,13:27:28,08/04/2024,Present
 None,None,None,None,13:27:29,08/04/2024,Present
 None,None,None,None,13:27:30,08/04/2024,Present
 None,None,None,None,13:27:30,08/04/2024,Present
 None,None,None,None,13:27:30,08/04/2024,Present
 None,None,None,None,13:27:31,08/04/2024,Present
 None,None,None,None,13:27:33,08/04/2024,Present
 None,None,None,None,13:27:34,08/04/2024,Present
 None,None,None,None,13:27:34,08/04/2024,Present
 None,None,None,None,13:27:35,08/04/2024,Present
 None,None,None,None,13:27:36,08/04/2024,Present
 None,None,None,None,13:27:36,08/04/2024,Present
 None,None,None,None,13:27:37,08/04/2024,Present
 None,None,None,None,13:27:37,08/04/2024,Present
 None,None,None,None,13:27:38,08/04/2024,Present
 None,None,None,None,13:27:39,08/04/2024,Present
 None,None,None,None,13:27:39,08/04/2024,Present
 None,None,None,None,13:27:40,08/04/2024,Present
 None,None,None,None,13:27:41,08/04/2024,Present
 None,None,None,None,13:27:41,08/04/2024,Present
 None,None,None,None,13:27:41,08/04/2024,Present
 None,None,None,None,13:27:42,08/04/2024,Present
 None,None,None,None,13:27:43,08/04/2024,Present
 None,None,None,None,13:27:43,08/04/2024,Present
 None,None,None,None,13:27:44,08/04/2024,Present
 None,None,None,None,13:27:44,08/04/2024,Present
 None,None,None,None,13:27:45,08/04/2024,Present
 None,None,None,None,13:27:46,08/04/2024,Present
 None,None,None,None,13:27:47,08/04/2024,Present
 None,None,None,None,13:27:47,08/04/2024,Present
 None,None,None,None,13:27:48,08/04/2024,Present
 None,None,None,None,13:27:48,08/04/2024,Present
 None,None,None,None,13:27:48,08/04/2024,Present
 None,None,None,None,13:27:49,08/04/2024,Present
 None,None,None,None,13:27:49,08/04/2024,Present
 None,None,None,None,13:27:50,08/04/2024,Present
 None,None,None,None,13:27:51,08/04/2024,Present
 None,None,None,None,13:27:51,08/04/2024,Present
 None,None,None,None,13:27:51,08/04/2024,Present
 None,None,None,None,13:27:52,08/04/2024,Present
 None,None,None,None,13:27:52,08/04/2024,Present
 None,None,None,None,13:27:53,08/04/2024,Present
 None,None,None,None,13:27:53,08/04/2024,Present
 None,None,None,None,13:27:53,08/04/2024,Present
 None,None,None,None,13:27:54,08/04/2024,Present
 None,None,None,None,13:27:54,08/04/2024,Present
 None,None,None,None,13:27:59,08/04/2024,Present
 None,None,None,None,13:28:02,08/04/2024,Present
 None,None,None,None,13:28:02,08/04/2024,Present
 None,None,None,None,13:28:03,08/04/2024,Present
 None,None,None,None,13:28:03,08/04/2024,Present
 None,None,None,None,13:28:03,08/04/2024,Present
 None,None,None,None,13:28:04,08/04/2024,Present
 None,None,None,None,13:28:05,08/04/2024,Present
 None,None,None,None,13:28:06,08/04/2024,Present
 None,None,None,None,13:28:06,08/04/2024,Present
 None,None,None,None,13:28:06,08/04/2024,Present
 None,None,None,None,13:28:07,08/04/2024,Present
 None,None,None,None,13:28:07,08/04/2024,Present
 None,None,None,None,13:28:07,08/04/2024,Present
 None,None,None,None,13:28:08,08/04/2024,Present
 None,None,None,None,13:28:09,08/04/2024,Present
 None,None,None,None,13:28:14,08/04/2024,Present
 None,None,None,None,13:28:19,08/04/2024,Present
 None,None,None,None,13:32:30,08/04/2024,Present
 None,None,None,None,13:33:08,08/04/2024,Present
 None,None,None,None,13:33:10,08/04/2024,Present
 None,None,None,None,13:33:10,08/04/2024,Present
 None,None,None,None,13:33:11,08/04/2024,Present
 None,None,None,None,13:33:27,08/04/2024,Present
 None,None,None,None,13:33:28,08/04/2024,Present
 None,None,None,None,13:33:28,08/04/2024,Present
 None,None,None,None,13:33:29,08/04/2024,Present
 None,None,None,None,13:34:22,08/04/2024,Present
 None,None,None,None,13:34:22,08/04/2024,Present
 None,None,None,None,13:34:23,08/04/2024,Present
 None,None,None,None,13:34:23,08/04/2024,Present
 None,None,None,None,13:34:24,08/04/2024,Present
 None,None,None,None,13:34:24,08/04/2024,Present
 None,None,None,None,13:34:26,08/04/2024,Present
 None,None,None,None,13:34:26,08/04/2024,Present
 None,None,None,None,13:35:37,08/04/2024,Present
 None,None,None,None,13:36:08,08/04/2024,Present
 None,None,None,None,13:36:08,08/04/2024,Present
 None,None,None,None,13:36:23,08/04/2024,Present
 None,None,None,None,13:36:24,08/04/2024,Present
 None,None,None,None,13:36:25,08/04/2024,Present
 None,None,None,None,13:37:06,08/04/2024,Present
 None,None,None,None,17:05:58,08/04/2024,Present
 None,None,None,None,17:05:59,08/04/2024,Present
 None,None,None,None,17:06:00,08/04/2024,Present
 None,None,None,None,17:06:00,08/04/2024,Present
 None,None,None,None,17:06:01,08/04/2024,Present
 None,None,None,None,17:06:01,08/04/2024,Present
 None,None,None,None,17:06:01,08/04/2024,Present
 None,None,None,None,17:06:02,08/04/2024,Present
 None,None,None,None,17:06:02,08/04/2024,Present
 None,None,None,None,17:06:02,08/04/2024,Present
 None,None,None,None,17:06:03,08/04/2024,Present
 None,None,None,None,17:06:03,08/04/2024,Present
 None,None,None,None,17:06:03,08/04/2024,Present
 None,None,None,None,17:06:04,08/04/2024,Present
 None,None,None,None,17:06:04,08/04/2024,Present
 None,None,None,None,17:06:04,08/04/2024,Present
 None,None,None,None,17:06:05,08/04/2024,Present
 None,None,None,None,17:06:05,08/04/2024,Present
 None,None,None,None,17:06:05,08/04/2024,Present
 None,None,None,None,17:06:06,08/04/2024,Present
 None,None,None,None,17:06:06,08/04/2024,Present
 None,None,None,None,17:06:07,08/04/2024,Present
 None,None,None,None,17:06:07,08/04/2024,Present
 None,None,None,None,17:06:07,08/04/2024,Present
 None,None,None,None,17:06:08,08/04/2024,Present
 None,None,None,None,17:06:08,08/04/2024,Present
 None,None,None,None,17:06:08,08/04/2024,Present
 None,None,None,None,17:06:09,08/04/2024,Present
 None,None,None,None,17:06:09,08/04/2024,Present
 None,None,None,None,17:06:11,08/04/2024,Present
 None,None,None,None,17:06:11,08/04/2024,Present
 None,None,None,None,17:06:11,08/04/2024,Present
 None,None,None,None,17:06:12,08/04/2024,Present
 None,None,None,None,17:06:12,08/04/2024,Present
 None,None,None,None,17:06:12,08/04/2024,Present
 None,None,None,None,17:06:13,08/04/2024,Present
 None,None,None,None,17:06:13,08/04/2024,Present
 None,None,None,None,17:06:14,08/04/2024,Present
 None,None,None,None,17:06:14,08/04/2024,Present
 None,None,None,None,17:06:14,08/04/2024,Present
 None,None,None,None,17:06:15,08/04/2024,Present
 None,None,None,None,17:06:15,08/04/2024,Present
 None,None,None,None,17:06:15,08/04/2024,Present
 None,None,None,None,17:06:16,08/04/2024,Present
 None,None,None,None,17:06:16,08/04/2024,Present
 None,None,None,None,17:06:16,08/04/2024,Present
 None,None,None,None,17:06:17,08/04/2024,Present
 None,None,None,None,17:06:17,08/04/2024,Present
 None,None,None,None,17:06:18,08/04/2024,Present
 None,None,None,None,17:06:18,08/04/2024,Present
 None,None,None,None,17:06:18,08/04/2024,Present
 None,None,None,None,17:06:19,08/04/2024,Present
 None,None,None,None,17:06:19,08/04/2024,Present
 None,None,None,None,17:06:20,08/04/2024,Present
 None,None,None,None,17:06:20,08/04/2024,Present
 None,None,None,None,17:06:20,08/04/2024,Present
 None,None,None,None,17:06:21,08/04/2024,Present
 None,None,None,None,17:06:21,08/04/2024,Present
 None,None,None,None,17:06:21,08/04/2024,Present
 None,None,None,None,17:06:22,08/04/2024,Present
 None,None,None,None,17:06:22,08/04/2024,Present
 None,None,None,None,17:06:22,08/04/2024,Present
 None,None,None,None,17:06:23,08/04/2024,Present
 None,None,None,None,17:06:23,08/04/2024,Present
 None,None,None,None,17:06:24,08/04/2024,Present
 None,None,None,None,17:06:24,08/04/2024,Present
 None,None,None,None,17:06:24,08/04/2024,Present
 None,None,None,None,17:06:25,08/04/2024,Present
 None,None,None,None,17:06:25,08/04/2024,Present
 None,None,None,None,17:06:26,08/04/2024,Present
 None,None,None,None,17:06:26,08/04/2024,Present
 None,None,None,None,17:06:26,08/04/2024,Present
 None,None,None,None,17:06:27,08/04/2024,Present
 None,None,None,None,17:06:27,08/04/2024,Present
 None,None,None,None,17:06:27,08/04/2024,Present
 None,None,None,None,17:06:28,08/04/2024,Present
 None,None,None,None,17:06:28,08/04/2024,Present
 None,None,None,None,17:06:29,08/04/2024,Present
 None,None,None,None,17:06:29,08/04/2024,Present
 None,None,None,None,17:06:29,08/04/2024,Present
 None,None,None,None,17:06:30,08/04/2024,Present
 None,None,None,None,17:06:30,08/04/2024,Present
 None,None,None,None,17:06:31,08/04/2024,Present
 None,None,None,None,17:06:31,08/04/2024,Present
 None,None,None,None,17:06:32,08/04/2024,Present
 None,None,None,None,17:06:32,08/04/2024,Present
 None,None,None,None,17:06:32,08/04/2024,Present
 None,None,None,None,17:06:33,08/04/2024,Present
 None,None,None,None,17:06:33,08/04/2024,Present
 None,None,None,None,17:06:34,08/04/2024,Present
 None,None,None,None,17:06:34,08/04/2024,Present
 None,None,None,None,17:06:35,08/04/2024,Present
 None,None,None,None,17:06:35,08/04/2024,Present
 None,None,None,None,17:06:36,08/04/2024,Present
 None,None,None,None,17:06:36,08/04/2024,Present
 None,None,None,None,17:06:36,08/04/2024,Present
 None,None,None,None,17:06:37,08/04/2024,Present
 None,None,None,None,17:06:37,08/04/2024,Present
 None,None,None,None,17:06:38,08/04/2024,Present
 None,None,None,None,17:06:39,08/04/2024,Present
 None,None,None,None,17:06:39,08/04/2024,Present
 None,None,None,None,17:06:40,08/04/2024,Present
 None,None,None,None,17:06:40,08/04/2024,Present
 None,None,None,None,17:07:05,08/04/2024,Present
 None,None,None,None,17:07:06,08/04/2024,Present
 None,None,None,None,17:07:06,08/04/2024,Present
 None,None,None,None,17:07:06,08/04/2024,Present
 None,None,None,None,17:07:07,08/04/2024,Present
 None,None,None,None,17:07:11,08/04/2024,Present
 None,None,None,None,17:07:11,08/04/2024,Present
 None,None,None,None,17:07:12,08/04/2024,Present
 None,None,None,None,17:07:12,08/04/2024,Present
 None,None,None,None,17:07:13,08/04/2024,Present
 None,None,None,None,17:07:13,08/04/2024,Present
 None,None,None,None,17:07:13,08/04/2024,Present
 None,None,None,None,17:07:14,08/04/2024,Present
 None,None,None,None,17:07:14,08/04/2024,Present
 None,None,None,None,17:07:15,08/04/2024,Present
 None,None,None,None,17:07:15,08/04/2024,Present
 None,None,None,None,17:07:16,08/04/2024,Present
 None,None,None,None,17:07:16,08/04/2024,Present
 None,None,None,None,17:07:17,08/04/2024,Present
 None,None,None,None,17:07:17,08/04/2024,Present
 None,None,None,None,17:07:18,08/04/2024,Present
 None,None,None,None,17:07:18,08/04/2024,Present
 None,None,None,None,17:07:19,08/04/2024,Present
 None,None,None,None,17:07:19,08/04/2024,Present
 None,None,None,None,17:07:20,08/04/2024,Present
 None,None,None,None,17:07:21,08/04/2024,Present
 None,None,None,None,17:07:21,08/04/2024,Present
 None,None,None,None,17:07:25,08/04/2024,Present
 None,None,None,None,17:07:25,08/04/2024,Present
 None,None,None,None,17:07:26,08/04/2024,Present
 None,None,None,None,17:07:26,08/04/2024,Present
 None,None,None,None,17:08:07,08/04/2024,Present
 None,None,None,None,17:08:07,08/04/2024,Present
 None,None,None,None,17:08:08,08/04/2024,Present
 None,None,None,None,17:08:08,08/04/2024,Present
 None,None,None,None,17:08:09,08/04/2024,Present
 None,None,None,None,17:08:09,08/04/2024,Present
 None,None,None,None,17:08:09,08/04/2024,Present
 None,None,None,None,17:08:10,08/04/2024,Present
 None,None,None,None,17:08:10,08/04/2024,Present
 None,None,None,None,17:08:11,08/04/2024,Present
 None,None,None,None,17:08:11,08/04/2024,Present
 None,None,None,None,17:08:12,08/04/2024,Present
 None,None,None,None,17:08:12,08/04/2024,Present
 None,None,None,None,17:08:13,08/04/2024,Present
 None,None,None,None,17:08:13,08/04/2024,Present
 None,None,None,None,17:08:13,08/04/2024,Present
 None,None,None,None,17:08:14,08/04/2024,Present
 None,None,None,None,17:08:14,08/04/2024,Present
 None,None,None,None,17:08:15,08/04/2024,Present
 None,None,None,None,17:08:23,08/04/2024,Present
 None,None,None,None,17:09:32,08/04/2024,Present
 None,None,None,None,17:09:33,08/04/2024,Present
 None,None,None,None,21:27:24,08/04/2024,Present
 None,None,None,None,21:27:25,08/04/2024,Present
 None,None,None,None,21:28:03,08/04/2024,Present
 None,None,None,None,21:28:04,08/04/2024,Present
 None,None,None,None,21:28:04,08/04/2024,Present
 None,None,None,None,21:28:04,08/04/2024,Present
 None,None,None,None,21:28:05,08/04/2024,Present
